Gene_name,KL_Temp19_SexF_Rep1,KL_Temp19_SexF_Rep2,KL_Temp19_SexF_Rep3,KL_Temp19_SexM_Rep1,KL_Temp19_SexM_Rep2,KL_Temp19_SexM_Rep3,KL_Temp6_SexF_Rep1,KL_Temp6_SexF_Rep2,KL_Temp6_SexF_Rep3,KL_Temp6_SexM_Rep1,KL_Temp6_SexM_Rep2,KL_Temp6_SexM_Rep3
maker-scaffold582-size48677-augustus-gene-0.12,1603,1455,2193,1295,1538,1588,2718,1613,1746,1124,1069,1170
maker-scaffold582-size48677-augustus-gene-0.13,3277,5471,5334,3159,4402,3211,4840,3424,3224,1995,1261,1740
maker-scaffold582-size48677-augustus-gene-0.16,3146,9435,9277,9009,5904,6140,3399,2320,2097,3807,2184,4750
maker-scaffold582-size48677-snap-gene-0.19,29,88,38,92,126,122,29,65,63,75,52,104
maker-scaffold584-size51207-snap-gene-0.7,148,780,285,350,455,250,315,512,313,752,464,774
maker-scaffold5847-size2367-snap-gene-0.2,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold5848-size4853-snap-gene-0.3,16,9,22,133,140,136,32,5,16,140,77,75
maker-scaffold585-size68029-augustus-gene-0.15,2412,3279,3851,1320,1795,1487,5170,4624,4589,2442,1808,1828
maker-scaffold585-size68029-snap-gene-0.18,959,1511,766,2960,2752,2971,1913,1477,982,2432,1831,2951
maker-scaffold585-size68029-snap-gene-0.19,2949,3232,3578,3845,3768,3634,4401,4217,2781,4091,3237,4392
maker-scaffold585-size68029-snap-gene-0.21,1337,2690,2242,1228,1721,1420,3603,3509,3304,2479,1817,1858
maker-scaffold586-size28111-augustus-gene-0.4,0,0,0,0,0,0,5,4,0,2,0,2
maker-scaffold586-size28111-augustus-gene-0.5,20,72,29,83,154,64,36,43,33,759,102,287
maker-scaffold587-size34988-augustus-gene-0.13,3547,3737,5176,4789,5923,4825,5226,3947,3851,5441,4276,4579
maker-scaffold587-size34988-augustus-gene-0.15,1361,1218,1840,1496,1560,1753,1818,1396,1434,1295,1061,1190
maker-scaffold587-size34988-snap-gene-0.17,1118,2267,2371,647,1351,975,3604,3849,3363,2435,1886,2276
maker-scaffold5874-size5173-snap-gene-0.2,0,16,9,5,5,3,9,9,16,13,2,10
maker-scaffold588-size51467-augustus-gene-0.20,1858,2610,3302,951,1204,995,4192,3331,3009,1398,793,917
maker-scaffold588-size51467-augustus-gene-0.23,414,470,689,254,279,248,523,381,320,160,94,151
maker-scaffold588-size51467-augustus-gene-0.24,2046,1248,2583,306,382,403,2389,1490,1475,518,311,402
maker-scaffold588-size51467-snap-gene-0.28,1357,1575,2665,354,448,267,2505,2273,2058,393,347,285
maker-scaffold588-size51467-snap-gene-0.31,75,165,109,75,69,42,100,98,169,119,71,94
maker-scaffold5880-size2336-augustus-gene-0.2,8863,18376,7772,16733,11655,9804,4147,6049,4009,4841,2969,4213
maker-scaffold5882-size4772-augustus-gene-0.0,6,10,12,11,7,9,24,31,20,47,28,47
maker-scaffold5886-size2334-snap-gene-0.3,4,4,3,17331,17453,15654,10,3,8,15121,10939,15006
maker-scaffold5888-size2333-augustus-gene-0.2,77,198,37,43,66,38,111,95,67,105,69,57
maker-scaffold589-size50722-augustus-gene-0.21,72,323,91,314,353,309,68,93,84,307,195,192
maker-scaffold589-size50722-augustus-gene-0.22,885,1497,1015,1501,1276,971,1118,859,1091,1202,411,1618
maker-scaffold589-size50722-augustus-gene-0.23,1124,1615,1615,634,706,550,2576,2064,1944,877,507,783
maker-scaffold589-size50722-augustus-gene-0.24,218,502,220,316,239,232,412,280,221,249,218,178
maker-scaffold589-size50722-augustus-gene-0.25,161,604,154,327,449,418,228,231,205,504,345,464
maker-scaffold589-size50722-augustus-gene-0.26,4440,5442,5547,4744,5429,3967,7812,9085,6042,8695,6232,8082
maker-scaffold589-size50722-augustus-gene-0.28,157,565,139,696,901,1132,157,256,243,822,577,771
maker-scaffold589-size50722-snap-gene-0.29,13287,14550,20270,5950,6933,5497,21624,15806,13982,4801,3456,4938
maker-scaffold589-size50722-snap-gene-0.32,22,24,24,2526,2280,2436,14,12,6,2220,1618,2524
maker-scaffold589-size50722-snap-gene-0.36,42,358,132,142,157,149,476,503,464,412,197,410
maker-scaffold59-size152908-augustus-gene-0.26,1970,2879,3077,728,921,750,5446,4615,3970,1223,833,1046
maker-scaffold59-size152908-augustus-gene-0.27,101,152,269,161,154,263,200,163,175,224,84,162
maker-scaffold59-size152908-augustus-gene-0.28,759,902,1022,809,754,815,953,675,622,811,506,695
maker-scaffold59-size152908-augustus-gene-1.10,42,148,21,151,193,108,45,59,75,149,120,145
maker-scaffold59-size152908-snap-gene-0.30,1258,2372,2457,1847,1920,1679,2601,2442,1730,2609,1907,2356
maker-scaffold59-size152908-snap-gene-0.35,2817,2033,3583,1300,1708,1420,3198,2711,2197,1021,682,829
maker-scaffold59-size152908-snap-gene-1.12,0,5,4,12072,10679,10807,1,4,5,10557,7271,10920
maker-scaffold59-size152908-snap-gene-1.14,0,2,0,30,9,15,0,0,0,15,6,9
maker-scaffold5901-size2326-snap-gene-0.3,159,285,200,209,278,231,334,203,293,158,170,241
maker-scaffold591-size32877-snap-gene-0.13,2080,2067,3424,5852,6149,4646,5128,3793,3812,5590,4246,5731
maker-scaffold591-size32877-snap-gene-0.14,550,799,733,9380,9059,9345,889,701,665,8347,5562,7689
maker-scaffold592-size95642-augustus-gene-0.23,8163,9514,15933,793,1266,1007,17319,13121,14540,1697,1148,1161
maker-scaffold592-size95642-augustus-gene-0.24,38,208,79,466,320,638,122,103,69,735,553,630
maker-scaffold5922-size6266-snap-gene-0.1,7,1,0,17,42,7,3,0,4,9,15,0
maker-scaffold595-size55192-augustus-gene-0.12,567,522,929,1609,1620,1741,680,478,521,1496,1290,1496
maker-scaffold595-size55192-snap-gene-0.18,653,1587,676,2191,2187,1474,1455,1297,1070,3225,2368,2644
maker-scaffold595-size55192-snap-gene-0.19,126,686,218,2343,2742,3115,188,338,234,3320,2629,3370
maker-scaffold595-size55192-snap-gene-0.20,542,1736,653,505,757,513,1142,1611,1212,694,454,495
maker-scaffold595-size55192-snap-gene-0.21,426,1172,313,793,713,699,403,548,413,676,503,534
maker-scaffold596-size59921-augustus-gene-0.24,2663,1861,3405,1715,1383,1594,3486,2270,1979,1536,1250,1653
maker-scaffold596-size59921-augustus-gene-0.25,1997,2009,2821,2884,3978,3636,2995,2563,2300,3916,2566,3221
maker-scaffold596-size59921-augustus-gene-0.26,4559,3627,5022,2490,2743,2789,6770,4198,4211,3141,2444,3444
maker-scaffold596-size59921-augustus-gene-0.28,541,440,756,108,90,106,574,420,399,95,52,113
maker-scaffold596-size59921-snap-gene-0.36,697,803,990,353,416,471,1492,1402,1216,367,269,360
maker-scaffold597-size100097-augustus-gene-0.22,0,0,0,0,0,0,1,0,0,0,0,0
maker-scaffold597-size100097-snap-gene-0.28,110,133,90,249,70,78,112,129,111,169,92,168
maker-scaffold5979-size2281-snap-gene-0.3,2080,2087,3601,357,387,439,4133,3023,2563,422,359,406
maker-scaffold598-size60544-snap-gene-0.5,5,0,0,3027,3096,3092,2,2,0,2754,1955,2776
maker-scaffold5986-size3684-augustus-gene-0.2,1374,2713,2403,1801,1809,1680,1371,838,967,368,275,607
maker-scaffold599-size167612-augustus-gene-0.36,6835,5241,9435,763,547,397,8057,5203,5206,534,316,552
maker-scaffold599-size167612-augustus-gene-0.37,283,446,677,112,180,173,907,665,674,165,155,154
maker-scaffold599-size167612-augustus-gene-0.40,9094,11371,14998,2878,4005,3131,19554,15639,14021,5178,3612,4490
maker-scaffold599-size167612-augustus-gene-0.41,1728,1600,2656,10139,10846,9805,2351,1717,1711,9625,6157,8627
maker-scaffold599-size167612-augustus-gene-0.42,1040,1365,1447,793,794,705,2234,1731,1648,1071,808,932
maker-scaffold599-size167612-augustus-gene-0.43,2384,2429,3906,953,1120,958,4938,3929,3542,1394,941,1102
maker-scaffold599-size167612-augustus-gene-0.45,1340,2183,1555,997,1945,1471,1447,1220,994,1228,822,1102
maker-scaffold599-size167612-augustus-gene-0.46,173,398,356,543,1291,836,149,126,65,209,169,231
maker-scaffold599-size167612-augustus-gene-0.47,1556,1388,2342,2503,2453,2430,2546,1771,1517,2020,1498,2154
maker-scaffold599-size167612-augustus-gene-1.10,3009,4631,4752,11141,13552,11091,6278,5695,4757,13627,9778,12273
maker-scaffold599-size167612-snap-gene-0.60,1989,3640,1812,2852,2408,2476,2547,3305,2188,4016,2634,3509
maker-scaffold599-size167612-snap-gene-0.64,850,641,990,924,843,772,934,706,551,653,472,667
maker-scaffold599-size167612-snap-gene-0.65,1153,852,881,106,48,110,787,542,490,58,56,88
maker-scaffold599-size167612-snap-gene-0.66,578,1321,1224,1163,2159,1206,939,918,932,1686,1054,1566
maker-scaffold599-size167612-snap-gene-0.67,1924,1802,3139,11411,12092,10271,2869,1863,2059,10020,7670,9541
maker-scaffold6-size228697-augustus-gene-0.13,23,68,16,73,84,46,48,59,44,105,100,104
maker-scaffold6-size228697-augustus-gene-0.14,4182,6821,5799,14102,16872,14789,7797,7133,6184,15390,11568,14672
maker-scaffold6-size228697-augustus-gene-0.15,781,1836,1000,1368,2198,1627,1415,1185,591,1426,936,1026
maker-scaffold6-size228697-augustus-gene-0.16,128,275,75,227,415,388,462,578,437,669,586,693
maker-scaffold6-size228697-augustus-gene-0.17,1869,1911,2641,817,883,695,2353,1979,2142,810,769,734
maker-scaffold6-size228697-augustus-gene-1.12,91,235,49,187,173,119,130,270,232,355,168,138
maker-scaffold6-size228697-snap-gene-0.26,1,0,1,4327,4788,4149,2,0,2,4162,3022,4445
maker-scaffold6-size228697-snap-gene-1.15,73,252,84,264,322,210,49,78,78,234,207,224
maker-scaffold60-size148781-augustus-gene-0.26,3005,4434,4396,2479,2896,2285,7207,5896,5582,4445,2791,4058
maker-scaffold60-size148781-augustus-gene-0.28,1198,899,1823,132,205,100,1577,1096,1115,125,90,165
maker-scaffold60-size148781-augustus-gene-0.29,4015,2717,5696,589,652,654,4720,3111,2856,749,497,578
maker-scaffold60-size148781-augustus-gene-0.34,4475,4406,6972,7759,8779,7788,6289,5059,4705,7894,5918,7813
maker-scaffold60-size148781-augustus-gene-1.4,3,1,0,248,419,380,3,11,2,441,343,258
maker-scaffold60-size148781-snap-gene-0.38,29,174,48,191,265,176,94,135,70,221,132,169
maker-scaffold60-size148781-snap-gene-0.41,1874,1521,2750,1616,1717,1712,2638,2097,1744,1850,1348,1884
maker-scaffold60-size148781-snap-gene-0.42,5,2,10,28328,29263,25051,8,7,4,23852,18394,24987
maker-scaffold60-size148781-snap-gene-0.43,4527,3553,5697,881,998,957,6105,4417,4130,1141,844,1026
maker-scaffold60-size148781-snap-gene-0.45,97,98,152,583231,614416,537824,148,117,93,616931,446616,592395
maker-scaffold600-size123458-augustus-gene-0.28,2367,1892,3445,1199,1237,1352,3140,2244,2018,1310,1025,1109
maker-scaffold600-size123458-augustus-gene-0.30,9913,9955,14315,4252,4317,3818,19290,13954,12237,6049,4335,4907
maker-scaffold600-size123458-augustus-gene-0.31,4286,3734,5385,895,948,1217,6592,4714,4153,1371,815,1193
maker-scaffold600-size123458-augustus-gene-0.33,397,420,248,378,202,211,460,334,350,228,133,196
maker-scaffold600-size123458-augustus-gene-0.34,5775,5573,7849,2117,2563,2327,5951,4134,3576,1330,803,1100
maker-scaffold600-size123458-augustus-gene-0.35,245,251,185,792,1356,1053,1053,1258,749,781,746,1261
maker-scaffold600-size123458-augustus-gene-0.37,2002,2024,3467,857,1024,867,4418,3326,3220,1413,1074,1249
maker-scaffold600-size123458-augustus-gene-0.39,112,181,50,579,783,385,60,50,77,1044,320,245
maker-scaffold600-size123458-augustus-gene-1.6,477,1569,585,1007,1597,1050,2081,1928,1342,1982,1250,1543
maker-scaffold600-size123458-augustus-gene-1.7,253,367,207,690,583,419,191,137,144,374,169,379
maker-scaffold600-size123458-snap-gene-0.41,1640,1419,1968,378,411,404,2469,1474,1262,212,224,227
maker-scaffold600-size123458-snap-gene-0.47,2858,3084,3920,1611,1847,1656,5272,4006,3364,1919,1388,1603
maker-scaffold600-size123458-snap-gene-1.11,8540,7984,10113,19548,19258,18216,10963,9168,7663,19613,14503,19161
maker-scaffold6003-size2260-augustus-gene-0.2,0,0,0,1,0,0,0,0,0,0,0,0
maker-scaffold601-size30650-augustus-gene-0.13,1716,1324,2390,408,482,367,1953,1526,1282,481,336,393
maker-scaffold601-size30650-augustus-gene-0.15,1927,1306,2216,975,861,817,1800,1380,1145,757,547,738
maker-scaffold601-size30650-snap-gene-0.22,10,9,3,5,7,5,1,2,1,5,7,8
maker-scaffold601-size30650-snap-gene-0.23,58,181,75,141,170,133,104,100,97,185,119,164
maker-scaffold601-size30650-snap-gene-0.24,1972,1768,2888,1187,1114,1278,2651,1911,1583,1282,867,1295
maker-scaffold602-size52133-augustus-gene-0.15,647,1082,1817,41186,57635,45499,1878,1677,1614,57924,46037,55221
maker-scaffold602-size52133-snap-gene-0.17,1127,1115,1846,15326,17567,14883,1447,1106,960,14050,10824,14094
maker-scaffold602-size52133-snap-gene-0.19,587,316,232,87,78,45,135,260,225,60,22,32
maker-scaffold603-size57835-augustus-gene-0.12,1433,1468,2305,1591,1585,1599,2334,1621,1521,1497,1138,1174
maker-scaffold603-size57835-snap-gene-0.16,180,334,113,474,723,466,269,328,287,1162,744,1220
maker-scaffold604-size86851-augustus-gene-0.28,1376,2366,2246,1694,2594,1736,3141,3067,2349,2966,1934,2304
maker-scaffold604-size86851-augustus-gene-0.29,2,2,5,26,14,23,38,118,72,178,70,103
maker-scaffold604-size86851-augustus-gene-0.30,2644,2206,3341,1287,1324,1201,4217,2989,2793,1713,1268,1513
maker-scaffold604-size86851-augustus-gene-0.31,284,494,356,430,352,387,190,177,204,305,176,182
maker-scaffold604-size86851-snap-gene-0.41,1762,1526,2785,646,567,652,2363,1824,1748,673,482,624
maker-scaffold604-size86851-snap-gene-0.42,25,61,46,149,157,137,48,63,74,131,79,118
maker-scaffold6048-size2234-augustus-gene-0.2,2186,3253,2912,1637,2262,1773,4307,4748,3457,3393,1902,1965
maker-scaffold6051-size2233-augustus-gene-0.2,414,605,481,4638,4687,3980,660,381,530,3964,3398,4156
maker-scaffold606-size110555-augustus-gene-0.12,179,362,150,418,422,366,78,158,124,396,312,334
maker-scaffold606-size110555-augustus-gene-0.14,892,1213,1354,461,655,417,1598,1651,1428,796,626,839
maker-scaffold606-size110555-augustus-gene-0.15,283411,379268,390624,189202,259800,202112,461236,401001,339031,216090,137021,152039
maker-scaffold606-size110555-snap-gene-0.18,4112,3292,6073,4204,4306,4057,6742,4685,4379,4645,3120,4101
maker-scaffold6067-size4159-snap-gene-0.0,1549,1567,1753,1675,1476,1452,1708,1083,875,1371,759,1114
maker-scaffold608-size69469-augustus-gene-0.18,1078,1649,2460,597,704,448,3169,2689,2728,769,534,589
maker-scaffold608-size69469-augustus-gene-0.20,2994,3343,4709,360,444,381,6200,4337,4466,904,538,685
maker-scaffold608-size69469-augustus-gene-0.22,1432,1592,1778,1109,1054,1077,2240,1764,1476,1160,686,1151
maker-scaffold608-size69469-augustus-gene-0.23,1030,789,1373,311,288,294,997,581,510,273,184,274
maker-scaffold608-size69469-snap-gene-0.27,4114,2789,4693,498,456,370,4505,2779,2660,432,288,375
maker-scaffold609-size49904-augustus-gene-0.24,11325,11814,15138,5694,4941,4340,12118,8874,7644,3409,2559,3086
maker-scaffold609-size49904-augustus-gene-0.25,4921,4910,7809,2289,3116,2621,7990,5914,5726,3321,2393,3027
maker-scaffold609-size49904-augustus-gene-0.26,47,42,55,37,52,40,28,25,41,68,18,40
maker-scaffold609-size49904-snap-gene-0.32,190,639,345,342,441,356,411,357,352,519,260,312
maker-scaffold609-size49904-snap-gene-0.33,1977,1409,3300,98,151,111,3076,1726,1974,180,126,111
maker-scaffold61-size192323-augustus-gene-0.19,43,215,72,481,175,796,106,126,92,176,131,178
maker-scaffold61-size192323-augustus-gene-0.20,687,675,822,333,247,292,854,573,537,199,131,186
maker-scaffold61-size192323-augustus-gene-0.22,376,200,617,147,175,172,575,304,361,172,136,138
maker-scaffold61-size192323-augustus-gene-0.23,624,819,1056,504,622,458,1143,1212,1000,756,534,733
maker-scaffold61-size192323-augustus-gene-0.24,3870,3895,5651,1036,1121,1190,8104,6480,4988,1770,1323,1583
maker-scaffold61-size192323-augustus-gene-0.25,6622,7789,8553,22917,22257,23411,9667,9469,7108,20775,16293,23593
maker-scaffold61-size192323-augustus-gene-1.22,9,4,3,12287,12138,10688,3,1,4,10017,6502,8268
maker-scaffold61-size192323-augustus-gene-1.23,34,68,58,116,95,101,27,27,25,52,45,68
maker-scaffold61-size192323-augustus-gene-1.24,204,274,100,221,364,234,231,180,191,492,132,388
maker-scaffold61-size192323-snap-gene-1.30,2896,2946,5322,3864,4655,3288,5314,4336,4616,4417,3005,3574
maker-scaffold61-size192323-snap-gene-1.31,0,3,0,238,457,221,0,0,1,252,206,317
maker-scaffold610-size84564-augustus-gene-0.10,900,1239,1326,585,758,576,1535,1246,981,715,538,633
maker-scaffold610-size84564-snap-gene-0.11,1963,1414,1795,1197,1273,1072,2127,1997,1516,1665,1113,1325
maker-scaffold610-size84564-snap-gene-0.12,186,279,93,252,254,189,118,138,95,256,192,246
maker-scaffold610-size84564-snap-gene-0.13,5616,5310,7203,2179,2700,2581,11574,8323,7184,3964,2751,3041
maker-scaffold610-size84564-snap-gene-0.14,115,334,80,181,232,223,61,141,84,181,157,154
maker-scaffold610-size84564-snap-gene-0.15,3263,2532,4150,1274,1228,1318,3693,2649,2237,1695,1216,1452
maker-scaffold610-size84564-snap-gene-0.16,82921,49724,98133,2591,2444,2281,102687,65549,56836,3703,2378,3115
maker-scaffold6102-size2202-snap-gene-0.3,2,0,5,0,0,0,0,0,0,0,0,0
maker-scaffold611-size26753-augustus-gene-0.5,30,137,62,171,255,240,46,35,63,219,166,158
maker-scaffold612-size60246-augustus-gene-0.13,5126,6169,10347,1663,2549,2046,10701,7821,7472,2724,1899,2329
maker-scaffold612-size60246-augustus-gene-0.16,7616,7614,13856,3615,4302,4397,13729,9641,9600,5060,3713,4441
maker-scaffold612-size60246-augustus-gene-0.17,3706,2164,4155,4094,3843,3628,3867,2495,2122,3661,2383,3440
maker-scaffold612-size60246-augustus-gene-0.18,1571,7019,2764,4394,7663,5062,6261,7871,6107,10583,6233,7486
maker-scaffold614-size72194-augustus-gene-0.17,875,3005,1017,3381,5212,3280,2150,3264,2227,4946,2810,4541
maker-scaffold614-size72194-augustus-gene-0.21,9424,7866,14488,4007,3685,3563,12330,8641,8917,3799,2676,3696
maker-scaffold614-size72194-augustus-gene-0.22,2,5,9,48,59,70,1,5,0,32,44,18
maker-scaffold614-size72194-snap-gene-0.25,3,26,6,56,30,19,14,17,17,16,17,78
maker-scaffold614-size72194-snap-gene-0.27,960,1440,1381,1085,1324,1303,1726,1299,1591,1374,984,1191
maker-scaffold614-size72194-snap-gene-0.31,3917,5247,5595,27128,25421,25701,5977,5000,4231,26766,19138,26686
maker-scaffold615-size45603-augustus-gene-0.13,858,813,1387,612,689,705,1605,1014,1043,687,467,547
maker-scaffold617-size41908-augustus-gene-0.10,8473,8162,11328,9794,10756,10416,10348,6192,6184,3185,1833,3228
maker-scaffold617-size41908-augustus-gene-0.12,722,497,920,2036,2040,1878,656,400,441,1646,935,1388
maker-scaffold617-size41908-augustus-gene-0.9,0,1,0,12,0,17,2,0,0,3,3,7
maker-scaffold6176-size4340-snap-gene-0.3,1,0,0,3703,3458,3229,2,0,0,2817,2135,3237
maker-scaffold618-size136712-augustus-gene-0.22,3217,2161,3291,2994,2368,2550,3369,2546,1973,2655,1848,2901
maker-scaffold618-size136712-augustus-gene-0.23,2916,3257,4840,11416,13417,11949,5367,4119,3885,17132,14738,23815
maker-scaffold618-size136712-augustus-gene-0.24,1151,1622,2840,463,650,468,3197,2862,2375,739,558,524
maker-scaffold618-size136712-augustus-gene-0.26,4748,4997,6900,4564,4196,4555,8074,5874,5134,3529,2782,4250
maker-scaffold618-size136712-augustus-gene-0.28,15546,13900,22097,14396,16850,14743,26586,18025,16309,17667,12765,16836
maker-scaffold618-size136712-augustus-gene-1.6,24,66,65,115,91,118,132,73,71,85,103,75
maker-scaffold618-size136712-snap-gene-0.32,4,6,3,4,11,20,25,4,8,15,7,4
maker-scaffold618-size136712-snap-gene-1.9,4573,3553,7817,242,219,274,6251,4092,3738,210,134,255
maker-scaffold619-size47927-augustus-gene-0.14,2179,2182,3674,14913,15540,13888,3389,2682,2499,13201,10304,13907
maker-scaffold619-size47927-augustus-gene-0.16,1039,1227,878,2001,1731,1883,859,738,586,1753,1180,1746
maker-scaffold619-size47927-augustus-gene-0.17,2935,3369,5933,1542,1869,1659,5953,4180,3844,2171,1668,1925
maker-scaffold619-size47927-snap-gene-0.22,7119,8263,9458,14523,14929,13597,11069,9075,6698,14498,10320,13018
maker-scaffold619-size47927-snap-gene-0.25,1660,1251,2275,515,633,419,1797,1170,1259,486,398,431
maker-scaffold62-size185257-augustus-gene-0.16,69,111,39,22,33,71,38,55,30,20,19,9
maker-scaffold62-size185257-augustus-gene-0.20,0,0,1,739,721,933,2,0,0,657,467,818
maker-scaffold62-size185257-augustus-gene-1.19,18,11,0,572,527,579,2,9,4,464,333,488
maker-scaffold62-size185257-augustus-gene-1.22,10,58,8,46,38,40,31,40,47,51,41,53
maker-scaffold62-size185257-snap-gene-0.24,6,2,0,1539,1690,1738,1,6,5,1688,1086,1406
maker-scaffold62-size185257-snap-gene-0.26,0,0,0,1029,779,988,0,0,0,871,686,986
maker-scaffold62-size185257-snap-gene-1.24,0,0,0,737,843,904,0,1,0,531,374,517
maker-scaffold62-size185257-snap-gene-1.25,0,0,0,1060,1126,1183,0,1,0,864,656,901
maker-scaffold620-size95113-augustus-gene-0.38,18,17,16,63651,70213,64126,37,19,22,54581,42137,56960
maker-scaffold620-size95113-augustus-gene-0.41,5,9,5,7,6,8,10,20,10,12,13,10
maker-scaffold620-size95113-snap-gene-0.43,4889,2970,6282,1077,1172,1135,5376,3022,3070,1189,820,1105
maker-scaffold620-size95113-snap-gene-0.44,4462,2871,5265,1241,929,1117,4794,3546,3049,1008,765,1010
maker-scaffold620-size95113-snap-gene-0.47,12396,7542,15128,1703,1566,1805,13314,9025,8042,1565,1391,1394
maker-scaffold620-size95113-snap-gene-0.49,4714,3157,6219,2444,3983,3138,6385,4625,4169,3551,1840,3283
maker-scaffold620-size95113-snap-gene-0.50,0,0,0,86,28,31,3,0,5,93,26,126
maker-scaffold6204-size6030-snap-gene-0.2,10,17,3,77,46,70,1,8,13,55,65,41
maker-scaffold621-size26548-augustus-gene-0.13,43,131,41,89,153,86,127,131,153,320,167,245
maker-scaffold621-size26548-augustus-gene-0.14,505,680,278,7654,5701,6860,334,320,341,5614,3987,5820
maker-scaffold622-size45381-snap-gene-0.6,0,1,0,10436,9488,9483,7,2,3,8675,6584,8739
maker-scaffold6229-size3784-augustus-gene-0.2,481,711,988,43,83,66,1169,1037,1001,205,167,111
maker-scaffold623-size53070-augustus-gene-0.10,734,875,1309,343,332,351,1295,994,933,242,148,240
maker-scaffold623-size53070-augustus-gene-0.8,4516,5755,4683,4252,4417,3455,4618,3473,2733,3139,2511,3042
maker-scaffold623-size53070-augustus-gene-0.9,1812,4013,3617,3726,4407,3614,3584,4078,3274,4718,3024,2837
maker-scaffold623-size53070-snap-gene-0.15,1159,3782,1080,1929,3159,1574,3844,4735,2842,2609,1849,2107
maker-scaffold6236-size6315-snap-gene-0.0,49,124,32,103,212,119,77,86,104,213,67,129
maker-scaffold624-size103714-augustus-gene-0.28,1421,1809,1712,626,786,789,3093,1981,1919,863,519,621
maker-scaffold624-size103714-augustus-gene-0.29,440,669,505,456,346,449,665,493,501,567,436,399
maker-scaffold624-size103714-augustus-gene-0.37,157,257,165,222,253,226,127,201,49,176,137,164
maker-scaffold624-size103714-snap-gene-0.44,753,809,1185,2494,2568,2456,1111,760,632,1811,1338,2002
maker-scaffold624-size103714-snap-gene-0.45,3744,2799,5398,993,803,849,4606,3157,3087,896,595,720
maker-scaffold625-size40917-augustus-gene-0.24,534,823,1132,226,219,230,1550,1163,1057,361,217,344
maker-scaffold625-size40917-augustus-gene-0.26,27,24,4,24,26,17,28,24,44,38,24,44
maker-scaffold625-size40917-augustus-gene-0.27,1776,1013,2368,639,580,639,2399,1439,1312,587,477,540
maker-scaffold625-size40917-augustus-gene-0.28,72325,79296,81001,37363,39837,35705,100548,80893,67755,34478,22627,26815
maker-scaffold625-size40917-augustus-gene-0.29,807,746,1195,300,274,293,1459,1193,893,444,301,398
maker-scaffold625-size40917-augustus-gene-0.30,3570,4109,5988,1021,1239,899,6828,4629,4461,1020,828,1280
maker-scaffold625-size40917-augustus-gene-0.31,1304,1115,1598,492,462,609,1666,1269,1203,526,364,518
maker-scaffold625-size40917-snap-gene-0.42,5657,4454,6996,2180,2297,2171,6905,4836,4356,2197,1639,1889
maker-scaffold6250-size6362-snap-gene-0.0,33,63,55,58,83,82,34,43,18,93,48,98
maker-scaffold6255-size6999-snap-gene-0.3,314,664,346,388,492,401,519,357,384,408,321,324
maker-scaffold626-size43416-snap-gene-0.9,10,35,3,29,44,23,11,7,11,38,25,31
maker-scaffold6262-size2104-snap-gene-0.2,0,0,0,0,0,0,0,0,0,0,0,0
maker-scaffold6266-size3669-snap-gene-0.0,107,412,236,100,130,68,214,88,116,142,56,123
maker-scaffold628-size27961-augustus-gene-0.4,3,10,6,6,17,15,13,8,3,17,11,36
maker-scaffold629-size49798-augustus-gene-0.21,531,670,532,1826,1545,1253,1014,1434,1044,3705,1866,3045
maker-scaffold629-size49798-augustus-gene-0.22,113,175,55,170,134,169,63,83,86,168,105,130
maker-scaffold629-size49798-augustus-gene-0.23,306,903,352,677,930,689,312,285,232,461,370,487
maker-scaffold629-size49798-augustus-gene-0.24,2326,1577,2819,544,532,453,2663,1877,1508,461,295,443
maker-scaffold629-size49798-augustus-gene-0.27,1479,2240,975,3612,3626,3781,1819,1437,1477,6955,2476,6068
maker-scaffold629-size49798-augustus-gene-0.30,1732,1558,2253,770,779,733,2662,1910,1719,827,567,635
maker-scaffold629-size49798-snap-gene-0.36,2404,2935,4601,4266,4488,4441,5020,4113,3907,4463,3208,4331
maker-scaffold629-size49798-snap-gene-0.38,3505,3140,6517,2954,3448,2453,6753,4637,4492,3312,2535,3330
maker-scaffold63-size92361-augustus-gene-0.19,121,199,127,146,225,229,199,117,133,198,162,277
maker-scaffold63-size92361-augustus-gene-0.20,118,277,503,273,257,223,63,80,44,175,124,178
maker-scaffold63-size92361-snap-gene-0.27,713,443,1950,207,256,117,1693,1654,1284,158,116,168
maker-scaffold630-size43329-snap-gene-0.10,29,180,45,135,149,142,46,64,68,178,109,151
maker-scaffold630-size43329-snap-gene-0.11,2,1,0,6851,6463,6240,0,0,0,5464,3876,5534
maker-scaffold631-size67110-augustus-gene-0.10,69,294,123,395,530,390,117,182,106,458,275,340
maker-scaffold631-size67110-augustus-gene-0.11,1916,2456,2601,5166,5384,5108,2613,1987,1335,4738,3771,4333
maker-scaffold631-size67110-augustus-gene-0.12,1069,875,1631,323,307,304,1420,831,1044,281,180,231
maker-scaffold631-size67110-augustus-gene-0.13,4614,5975,9947,1052,1445,1166,11641,8516,8427,1782,1207,1479
maker-scaffold631-size67110-augustus-gene-0.14,3394,2784,4987,1552,1584,1481,5157,3312,3598,1567,1374,1445
maker-scaffold631-size67110-snap-gene-0.15,0,0,0,10,3,4,0,3,0,10,22,8
maker-scaffold632-size51910-snap-gene-0.12,0,9,0,26,9,13,18,7,7,62,14,18
